Shape,Carat,Color,Clarity,Cut,Depth,Table,Symmetry,Cert,Price
Round,1.37,D,VVS2,Excellent,59.9,60,Excellent,GIA,17076
Round,2.31,E,VS1,Excellent,61.2,56,Excellent,GIA,47380
Round,2.31,F,SI2,Excellent,61.2,56,Excellent,GIA,24682
Round,2.31,G,VS2,Excellent,62.6,56,Excellent,GIA,32664
Round,2.31,H,SI2,Excellent,61.7,57,Excellent,GIA,18609
Round,2.31,J,SI2,Excellent,62.3,57,Excellent,GIA,14569
Round,2.31,D,VS1,Excellent,59.5,59,Excellent,GIA,63027
Round,2.31,M,VS2,Excellent,62,59,Excellent,GIA,10639
Round,2.31,D,I1,Very Good,60.2,63,Very Good,GIA,14104
Round,2.7,K,VS2,Excellent,62.2,57,Excellent,GIA,18832
Round,2.7,H,SI2,Excellent,62.6,57,Excellent,GIA,26917
Round,2.7,E,SI1,Excellent,62.5,59,Excellent,GIA,39424
Round,2.7,D,IF,Excellent,60.3,60,Excellent,GIA,123409
Round,2.7,K,VS1,Excellent,61.7,60,Excellent,GIA,20177
Round,0.3,E,SI2,Excellent,61.9,57,Excellent,GIA,536
Round,0.3,D,VS2,Very Good,62.5,57,Very Good,GIA,724
Round,0.3,E,SI2,Excellent,59.1,59,Excellent,GIA,462
Round,0.3,D,SI1,Excellent,59.7,59,Excellent,GIA,641
Round,0.3,D,SI1,Excellent,60.2,59,Very Good,GIA,641
Round,0.3,D,VS2,Very Good,61.8,59,Excellent,GIA,724
Round,0.3,D,VS2,Very Good,58.3,60,Excellent,GIA,724
Round,0.3,D,VS2,Very Good,60.1,61,Good,GIA,682
Round,4.03,G,SI2,Excellent,63.1,56,Excellent,GIA,47220
Round,4.03,I,VVS2,Excellent,61.3,59,Excellent,GIA,66807
Round,1.06,I,SI1,Excellent,62,58,Excellent,GIA,6184
Round,1.06,I,SI2,Excellent,62.5,58,Excellent,GIA,4751
Round,1.06,F,I1,Excellent,62.8,58,Very Good,GIA,4535
Round,1.06,J,I1,Very Good,62.9,59,Very Good,GIA,3073
Round,1.06,D,VS2,Excellent,59.8,60,Excellent,GIA,10026
Round,1.06,I,VS1,Excellent,60.9,60,Excellent,GIA,6200
Round,1.06,F,SI2,Excellent,61.3,60,Excellent,GIA,5903
Round,1.06,E,SI2,Excellent,61.5,60,Excellent,GIA,6494
Round,1.06,E,SI2,Very Good,61.9,60,Very Good,GIA,6571
Round,1.06,E,I1,Very Good,62.8,61,Very Good,GIA,4796
Round,1.06,G,SI2,Good,59.1,64,Good,GIA,4146
Round,2.71,G,VS2,Excellent,59.1,58,Excellent,GIA,36654
Round,2.71,G,SI2,Excellent,62.1,58,Excellent,GIA,27577
Round,2.71,K,VS2,Excellent,62.1,58,Excellent,GIA,18902
Round,1.76,J,SI2,Excellent,62.7,56,Excellent,GIA,9793
Round,1.76,D,SI1,Excellent,61.8,57,Excellent,GIA,16833
Round,1.76,I,SI1,Excellent,62.6,57,Excellent,GIA,13543
Round,1.76,G,VS2,Excellent,62.8,57,Excellent,GIA,18065
Round,1.76,F,VS1,Excellent,62.9,57,Excellent,GIA,22410
Round,2.71,E,SI2,Very Good,62.8,58,Very Good,GIA,29387
Round,2.71,I,VS2,Excellent,59.1,59,Excellent,GIA,26241
Round,2.71,J,SI1,Excellent,61.9,59,Excellent,GIA,20453
Round,2.71,D,VVS2,Excellent,58.8,60,Excellent,GIA,78422
Round,2.71,L,VVS2,Excellent,58.4,61,Very Good,GIA,18097
Round,1.57,I,SI2,Excellent,62.8,57,Excellent,GIA,9658
Round,1.57,K,VS2,Very Good,61.2,58,Very Good,GIA,6830
Round,1.57,H,VS2,Excellent,61.7,58,Excellent,GIA,11954
Round,1.57,G,VS2,Excellent,61.9,58,Excellent,GIA,14101
Round,1.57,H,SI1,Excellent,62.1,58,Excellent,GIA,12539
Round,1.57,E,SI2,Excellent,62.7,58,Excellent,GIA,12683
Round,0.92,G,IF,Very Good,60.8,59,Very Good,GIA,7782
Round,0.92,L,SI1,Very Good,61.1,62,Very Good,GIA,2474
Round,1.17,H,SI1,Excellent,62.2,59,Excellent,GIA,5545
Round,0.33,E,SI2,Excellent,61.1,58,Excellent,GIA,582
Round,0.33,F,SI1,Excellent,59.4,59,Excellent,GIA,561
Round,1,G,SI1,Excellent,62.7,58,Excellent,GIA,5255
Round,1,F,SI1,Excellent,59,60,Excellent,GIA,5374
Round,0.33,G,SI1,Excellent,59.1,60,Good,GIA,499
Round,1.58,G,VS1,Excellent,62.6,59,Excellent,GIA,13421
Round,1.58,G,VVS1,Excellent,60.7,60,Excellent,GIA,15547
Round,2.4,H,VVS1,Excellent,62.3,57,Excellent,GIA,27702
Round,2.4,I,VS1,Excellent,62.4,57,Excellent,GIA,19373
Round,1.03,F,SI2,Excellent,60.6,60,Excellent,GIA,4946
Round,1.03,G,SI2,Excellent,60.6,60,Excellent,GIA,3961
Round,1.03,H,VS2,Very Good,62.3,66,Very Good,GIA,4588
Round,1.27,I,VVS1,Excellent,62.4,57,Excellent,GIA,6768
Round,1.27,J,VVS2,Excellent,61.7,58,Excellent,GIA,5794
Round,0.62,H,VS1,Good,61,61,Good,GIA,1945
Round,0.62,F,I2,Very Good,61.7,61,Very Good,GIA,862
Round,1.3,I,VS1,Excellent,59.2,61,Excellent,GIA,6832
Round,1.3,I,VS2,Excellent,61.7,61,Excellent,GIA,6618
Round,1.25,D,I1,Very Good,60.5,60,Very Good,GIA,6167
Round,1.27,D,VS2,Excellent,61.3,56,Excellent,GIA,13664
Round,1.27,D,VS2,Excellent,62.4,57,Excellent,GIA,12463
Round,1.27,D,VS2,Excellent,62.5,57,Excellent,GIA,13064
Round,1.27,F,SI2,Excellent,60,59,Excellent,GIA,7515
Round,1.27,L,SI1,Excellent,60.4,59,Excellent,GIA,4345
Round,1.27,D,VS1,Excellent,62.5,59,Excellent,GIA,13754
Round,1.27,K,VS2,Very Good,59.9,60,Very Good,GIA,5612
Round,1.25,I,SI2,Good,59.1,64,Fair,GIA,4310
Round,3.2,G,VS2,Excellent,62.5,57,Excellent,GIA,52657
Round,3.2,H,VS2,Excellent,62.5,58,Excellent,GIA,42040
Round,10.04,G,SI2,Excellent,63.5,61,Very Good,GIA,245190
Round,4.8,J,SI2,Excellent,59.6,59,Excellent,GIA,48845
Round,0.31,D,SI1,Excellent,59.9,58,Excellent,GIA,662
Round,0.31,H,VS1,Excellent,60,58,Excellent,GIA,640
Round,0.31,D,SI1,Excellent,60.9,58,Excellent,GIA,662
Round,2.02,F,SI1,Excellent,62.2,59,Excellent,GIA,19365
Round,4.28,F,SI1,Excellent,61.5,59,Excellent,GIA,74467
Round,1.5,I,SI1,Excellent,59.9,60,Excellent,GIA,7531
Round,1.5,H,SI1,Excellent,61,60,Excellent,GIA,9159
Round,1.5,H,VS2,Excellent,61.9,60,Excellent,GIA,10201
Round,1.69,G,VS2,Excellent,62.6,57,Excellent,GIA,17347
Round,1.69,D,VS1,Excellent,60.3,59,Excellent,GIA,25991
Round,1.69,E,SI1,Excellent,61.7,62,Excellent,GIA,17248
Round,2.58,F,SI2,Excellent,62.7,58,Excellent,GIA,22108
Round,0.94,G,I1,Very Good,58.3,60,Good,GIA,2139
Round,3.03,I,VS2,Excellent,60.5,59,Excellent,GIA,40950
Round,3.03,I,SI2,Excellent,62.3,59,Excellent,GIA,27654
Round,3.03,I,VVS1,Excellent,58.1,60,Excellent,GIA,43841
Round,3.03,H,SI2,Excellent,61.8,60,Excellent,GIA,33917
Round,1.7,G,VVS1,Excellent,62.7,58,Excellent,GIA,18226
Round,9.33,F,VS1,Excellent,59.7,56,Excellent,GIA,575576
Round,0.73,D,VS1,Excellent,62.5,59,Very Good,GIA,3784
Round,0.73,E,VS2,Excellent,60.3,60,Excellent,GIA,3116
Round,0.73,D,SI1,Excellent,60.8,60,Excellent,GIA,2647
Round,0.73,K,IF,Excellent,60.6,62,Excellent,GIA,1690
Round,0.73,I,VS1,Good,62.3,62,Very Good,GIA,1798
Round,0.57,D,VS1,Excellent,60.2,56,Excellent,GIA,2096
Round,0.57,F,SI1,Excellent,62.4,56,Excellent,GIA,1450
Round,0.57,F,I2,Good,62.9,56,Very Good,GIA,758
Round,0.57,I,VS1,Excellent,62,58,Excellent,GIA,1428
Round,0.57,G,VS2,Very Good,62.4,58,Excellent,GIA,1573
Round,0.57,G,VS1,Excellent,62.7,58,Excellent,GIA,1754
Round,0.57,L,VS2,Good,61.9,59,Very Good,GIA,787
Round,0.57,I,VS1,Excellent,62.1,59,Very Good,GIA,1303
Round,0.57,D,I1,Very Good,59.7,60,Excellent,GIA,1124
Round,0.57,G,VVS1,Excellent,60.8,60,Excellent,GIA,1868
Round,0.57,F,VS2,Very Good,58.7,62,Very Good,GIA,1663
Round,0.57,L,VS2,Very Good,59.6,62,Good,GIA,898
Round,0.57,L,I1,Very Good,60.7,62,Good,GIA,562
Round,0.57,D,VS2,Very Good,62.3,63,Good,GIA,2012
Round,0.57,H,VS1,Very Good,58.8,67,Good,GIA,1293
Round,2.54,J,VS1,Very Good,59.7,55,Very Good,GIA,22051
Round,2.54,K,SI2,Very Good,58,59,Excellent,GIA,13731
Round,0.3,D,SI1,Excellent,59.5,59,Excellent,GIA,521
Round,0.3,F,VS2,Excellent,59.9,59,Excellent,GIA,492
Round,2.02,F,VS1,Excellent,61.9,59,Excellent,GIA,30919
Round,2.02,H,SI1,Excellent,59.5,60,Excellent,GIA,19314
Round,2.02,D,VS2,Excellent,60.5,61,Excellent,GIA,37578
Round,1.05,E,VS2,Excellent,60,59,Excellent,GIA,8157
Round,1.05,F,SI2,Excellent,61.4,59,Excellent,GIA,5848
Round,1.05,J,SI2,Excellent,61.7,59,Excellent,GIA,3326
Round,1.05,D,VS1,Very Good,57.7,60,Very Good,GIA,9687
Round,1.05,G,SI2,Excellent,59.9,60,Excellent,GIA,5887
Round,1.05,G,VVS2,Excellent,60,60,Excellent,GIA,9700
Round,1.05,I,I2,Good,61.1,60,Very Good,GIA,2093
Round,1.05,G,I1,Very Good,58.3,61,Good,GIA,4288
Round,0.3,F,VS1,Excellent,60.8,59,Excellent,GIA,513
Round,2.02,D,VVS2,Very Good,58.4,63,Very Good,GIA,46892
Round,1.05,F,I1,Good,59.5,61,Good,GIA,4748
Round,1.05,I,I1,Very Good,59.3,62,Good,GIA,3509
Round,3.65,G,VS2,Excellent,61.6,56,Excellent,GIA,71383
Round,2.61,K,SI1,Excellent,62.7,56,Excellent,GIA,16185
Round,2.61,M,VS2,Excellent,61.7,58,Excellent,GIA,12934
Round,1.09,G,VVS1,Excellent,61.4,59,Excellent,GIA,7861
Round,2.35,H,VS1,Excellent,62.7,57,Excellent,GIA,27550
Round,0.66,G,I1,Very Good,60.3,58,Very Good,GIA,1246
Round,0.66,F,VS2,Good,62.4,61,Good,GIA,1793
Round,0.66,I,VVS2,Very Good,56.6,64,Good,GIA,1604
Round,3.26,E,VS1,Excellent,62.5,58,Excellent,GIA,95893
Round,1.53,H,SI2,Excellent,60.1,61,Excellent,GIA,7507
Round,1.53,H,VVS2,Excellent,60.7,61,Excellent,GIA,11231
Round,0.99,E,SI2,Very Good,62.5,59,Very Good,GIA,4908
Round,4.02,G,VS2,Excellent,61.6,56,Excellent,GIA,125279
Round,4.02,E,VVS2,Excellent,62.7,56,Good,GIA,211334
Round,4.02,H,VS1,Excellent,60.3,57,Excellent,GIA,120677
Round,4.02,J,VS2,Excellent,60.1,60,Excellent,GIA,62043
Round,1.28,I,VS1,Excellent,60.3,59,Excellent,GIA,8529
Round,1.28,D,VS2,Excellent,61.2,59,Excellent,GIA,12107
Round,1.28,K,VS2,Excellent,59.2,60,Very Good,GIA,5656
Round,1.28,J,VS2,Excellent,60.8,60,Excellent,GIA,7312
Round,1.28,E,SI2,Excellent,61,60,Excellent,GIA,7655
Round,1.28,F,SI2,Excellent,59.9,61,Excellent,GIA,7307
Round,0.75,J,IF,Excellent,61.8,57,Excellent,GIA,2041
Round,0.75,I,VS1,Excellent,62,57,Excellent,GIA,2308
Round,0.75,I,VS1,Very Good,62.7,57,Very Good,GIA,2339
Round,0.75,E,SI2,Excellent,62.1,59,Very Good,GIA,2508
Round,0.75,D,I1,Very Good,59.7,62,Very Good,GIA,2017
Round,0.75,D,VS2,Excellent,60.6,62,Very Good,GIA,3386
Round,2.41,D,SI1,Excellent,60.4,57,Excellent,GIA,26530
Round,2.41,I,VS2,Excellent,62.2,59,Excellent,GIA,23873
Round,0.86,F,VS2,Excellent,60.8,59,Very Good,GIA,3947
Round,0.86,G,VS1,Very Good,60.1,65,Good,GIA,3914
Round,2.19,G,VS2,Excellent,59.4,58,Excellent,GIA,27265
Round,2.19,L,VVS2,Excellent,61.8,58,Excellent,GIA,14625
Round,2.19,E,VS1,Excellent,60.7,59,Excellent,GIA,43352
Round,2.12,H,I1,Excellent,61.3,56,Excellent,GIA,11742
Round,2.12,G,VVS2,Excellent,61.5,57,Excellent,GIA,40045
Round,2.12,G,VS2,Excellent,61.8,59,Excellent,GIA,26393
Round,1.35,F,VS1,Excellent,60.8,59,Excellent,GIA,12865
Round,1.35,F,I1,Excellent,61,59,Excellent,GIA,5776
Round,1.35,G,VS1,Excellent,62.3,59,Excellent,GIA,10905
Round,1.35,F,SI1,Excellent,60,60,Excellent,GIA,10430
Round,1.35,I,VS2,Excellent,60.4,60,Excellent,GIA,7733
Round,1.35,G,VS2,Excellent,61.4,60,Excellent,GIA,10135
Round,3.29,J,VS2,Excellent,62.4,59,Excellent,GIA,27896
Round,2.73,I,SI1,Excellent,62.2,57,Excellent,GIA,20066
Round,1.4,L,VS1,Excellent,61.1,61,Excellent,GIA,5074
Round,1.83,F,VS2,Excellent,60.6,59,Excellent,GIA,21922
Round,1.83,D,VS1,Excellent,61.1,59,Excellent,GIA,26563
Round,1.83,H,SI1,Excellent,62,59,Excellent,GIA,15303
Round,1.83,G,VS2,Excellent,62.5,59,Excellent,GIA,20278
Round,1.61,I,VS2,Excellent,62.2,60,Excellent,GIA,10989
Round,1.6,H,VVS1,Excellent,60.5,60,Excellent,GIA,15676
Round,1.6,K,SI1,Very Good,61.9,62,Excellent,GIA,7603
Round,5,G,SI2,Excellent,62.3,57,Excellent,GIA,71783
Round,1.73,J,SI2,Excellent,62.3,59,Excellent,GIA,8580
Round,1.84,H,SI2,Excellent,62.2,57,Excellent,GIA,12557
Round,1.84,G,VS2,Excellent,61.8,58,Excellent,GIA,18672
Round,4.51,K,SI1,Very Good,58.5,61,Excellent,GIA,51129
Round,2.65,H,VVS2,Excellent,62.1,57,Excellent,GIA,38315
Round,2.65,E,SI1,Excellent,62.7,57,Excellent,GIA,35436
Round,2.65,H,I1,Very Good,61.9,58,Very Good,GIA,16531
Round,1.52,H,SI1,Very Good,59.6,62,Very Good,GIA,10426
Round,0.68,F,VS2,Very Good,61.3,57,Very Good,GIA,2201
Round,0.68,G,VS1,Very Good,60.2,62,Good,GIA,2093
Round,2.05,J,SI1,Excellent,61.9,59,Excellent,GIA,14255
Round,2.05,L,SI1,Very Good,62,59,Excellent,GIA,8964
Round,2.05,L,I1,Excellent,62.6,59,Excellent,GIA,8040
Round,2.05,E,VS1,Excellent,60,62,Very Good,GIA,29336
Round,2.6,K,VS2,Excellent,61.5,60,Excellent,GIA,17942
Round,2.6,G,VS2,Excellent,61.9,60,Excellent,GIA,35566
Round,3.32,H,VS2,Excellent,62,58,Excellent,GIA,45574
Round,2.42,F,SI2,Excellent,62.3,57,Excellent,GIA,25049
Round,2.42,J,VS1,Excellent,62.4,57,Excellent,GIA,21932
Round,2.42,E,VS2,Excellent,62.9,57,Excellent,GIA,43403
Round,2.42,J,SI1,Excellent,62,58,Excellent,GIA,18059
Round,2.42,E,VS2,Excellent,61.7,59,Excellent,GIA,36939
Round,3.59,F,VS1,Excellent,59.1,59,Excellent,GIA,108530
Round,3.59,F,IF,Excellent,60.7,59,Excellent,GIA,146660
Round,3.59,H,VS2,Excellent,59.6,60,Excellent,GIA,58432
Round,1.24,J,SI2,Excellent,61.8,60,Excellent,GIA,5667
Round,1.24,I,I1,Good,57.1,61,Very Good,GIA,4439
Round,1.24,K,SI2,Very Good,62.5,62,Very Good,GIA,4165
Round,1.24,J,VS1,Very Good,61.4,63,Good,GIA,4920
Round,1.79,D,VVS2,Excellent,62.2,55,Excellent,GIA,26152
Round,1.84,F,VS2,Excellent,62,58,Excellent,GIA,21104
Round,1.84,D,VS2,Excellent,62.3,58,Excellent,GIA,27090
Round,1.84,K,SI1,Excellent,62.5,58,Excellent,GIA,8644
Round,1.84,D,VS2,Excellent,62.6,58,Excellent,GIA,23703
Round,1.84,H,VS2,Excellent,62.2,59,Excellent,GIA,16251
Round,1.84,E,SI1,Excellent,60.7,60,Excellent,GIA,18779
Round,2.59,H,VS2,Excellent,62.6,59,Excellent,GIA,28484
Round,2.26,E,VVS2,Excellent,62.2,56,Excellent,GIA,52536
Round,2.01,H,SI2,Excellent,62.3,57,Excellent,GIA,12547
Round,2.01,F,VS2,Excellent,61.3,58,Excellent,GIA,23903
Round,1.11,H,VS2,Excellent,61.4,58,Excellent,GIA,7153
Round,1.11,J,SI2,Excellent,61.7,58,Excellent,GIA,4958
Round,1.11,H,VS1,Excellent,61.9,58,Excellent,GIA,6991
Round,1.11,G,VS2,Excellent,62.1,58,Excellent,GIA,7655
Round,1.11,D,SI2,Excellent,62.4,58,Excellent,GIA,6347
Round,1.11,G,SI1,Excellent,60.3,59,Excellent,GIA,6357
Round,1.11,G,VS2,Excellent,60.5,59,Excellent,GIA,7752
Round,1.11,F,VS1,Excellent,60.6,59,Excellent,GIA,9496
Round,1.11,G,VS2,Excellent,61.4,59,Excellent,GIA,7849
Round,1.11,G,SI1,Excellent,61.8,59,Excellent,GIA,6531
Round,1.11,E,SI2,Excellent,59.9,60,Excellent,GIA,7367
Round,1.11,I,VS1,Excellent,60,60,Excellent,GIA,6656
Round,0.61,G,VS1,Excellent,60.9,58,Excellent,GIA,1953
Round,0.61,G,VVS2,Very Good,61.1,58,Very Good,GIA,1927
Round,0.61,G,VVS2,Very Good,61.4,58,Excellent,GIA,2004
Round,0.61,K,VS2,Very Good,61.9,58,Excellent,GIA,1067
Round,0.61,G,VS2,Excellent,62.3,58,Excellent,GIA,1845
Round,0.61,I,VS1,Excellent,62.3,58,Very Good,GIA,1528
Round,0.61,D,SI1,Excellent,62.8,58,Excellent,GIA,1822
Round,0.61,E,VS2,Very Good,59.3,59,Very Good,GIA,1876
Round,0.61,D,VS2,Excellent,61.5,59,Excellent,GIA,2295
Round,0.61,F,I1,Very Good,63,59,Very Good,GIA,1186
Round,0.61,H,VS2,Excellent,61.5,61,Very Good,GIA,1680
Round,0.61,D,SI1,Good,58,63,Fair,GIA,1729
Round,0.9,D,SI1,Excellent,62.8,60,Excellent,GIA,5749
Round,0.9,F,SI1,Excellent,59.3,61,Excellent,GIA,3946
Round,0.9,D,SI2,Excellent,59.4,61,Excellent,GIA,4191
Round,0.9,G,SI1,Excellent,59.5,61,Excellent,GIA,4170
Round,0.9,F,SI2,Excellent,59.6,61,Very Good,GIA,4131
Round,0.9,E,SI2,Excellent,60.1,61,Excellent,GIA,4461
Round,0.9,D,VVS2,Excellent,61,61,Excellent,GIA,7811
Round,0.9,L,VVS1,Very Good,61.3,61,Excellent,GIA,2338
Round,1.11,H,SI1,Excellent,59,62,Excellent,GIA,6936
Round,1.11,F,SI2,Very Good,59.8,62,Very Good,GIA,6491
Round,1.11,G,I1,Excellent,59.6,63,Very Good,GIA,4791
Round,1.1,I,VS1,Excellent,60.3,56,Excellent,GIA,6271
Round,1.1,D,VS2,Excellent,62.6,56,Excellent,GIA,10015
Round,1.1,I,SI2,Very Good,62.7,56,Good,GIA,4298
Round,1.1,F,VS1,Excellent,60.7,57,Excellent,GIA,8815
Round,4.79,K,VS2,Excellent,61.5,60,Excellent,GIA,61005
Round,0.9,J,SI1,Excellent,61.6,61,Excellent,GIA,3547
Round,0.9,J,SI1,Very Good,62.7,61,Very Good,GIA,2869
Round,0.9,F,SI1,Very Good,58.6,62,Very Good,GIA,4115
Round,0.9,E,SI2,Good,62.3,62,Very Good,GIA,3989
Round,0.9,F,SI2,Good,60.8,63,Good,GIA,3888
Round,0.9,I,I1,Good,61,65,Good,GIA,2245
Round,1.1,F,SI1,Excellent,61.1,57,Excellent,GIA,7205
Round,1.1,I,VS2,Excellent,62.1,57,Excellent,GIA,5834
Round,1.1,H,VS2,Excellent,62.2,57,Excellent,GIA,7089
Round,1.1,H,VS2,Excellent,62.7,57,Excellent,GIA,6651
Round,1.1,G,SI1,Very Good,59.6,58,Very Good,GIA,5868
Round,1.1,G,VS2,Excellent,61,58,Very Good,GIA,6914
Round,1.1,J,SI2,Excellent,61.5,58,Excellent,GIA,4456
Round,1.1,G,SI1,Excellent,62.1,58,Excellent,GIA,6473
Round,1.1,J,VS2,Excellent,62.4,58,Excellent,GIA,5816
Round,1.1,H,VS2,Excellent,60.3,59,Excellent,GIA,7264
Round,1.1,H,VS1,Very Good,61.1,59,Very Good,GIA,6189
Round,1.1,F,VS1,Excellent,61.4,59,Excellent,GIA,9172
Round,1.1,J,SI2,Excellent,60.4,60,Excellent,GIA,4913
Round,1.1,E,SI2,Excellent,61.2,60,Excellent,GIA,6819
Round,1.1,I,VS1,Excellent,61.7,60,Excellent,GIA,6271
Round,1.09,F,SI2,Excellent,62.5,56,Excellent,GIA,5843
Round,1.09,G,SI2,Very Good,61.4,57,Good,GIA,4264
Round,1.09,G,SI2,Excellent,62.3,57,Excellent,GIA,6040
Round,1.09,H,SI1,Excellent,62.4,57,Excellent,GIA,6185
Round,1.09,I,I1,Excellent,62.4,57,Very Good,GIA,3686
Round,1.09,K,SI2,Excellent,62.6,57,Excellent,GIA,3341
Round,1.09,H,VS2,Excellent,62.7,57,Excellent,GIA,6938
Round,1.09,I,VS2,Excellent,62.7,57,Excellent,GIA,6013
Round,1.09,E,SI2,Excellent,61.5,58,Excellent,GIA,6757
Round,1.09,H,VS2,Excellent,61.8,58,Excellent,GIA,6504
Round,1.09,H,SI1,Excellent,61.9,58,Excellent,GIA,6107
Round,1.09,G,VS2,Excellent,62.3,58,Excellent,GIA,7136
Round,1.09,I,SI2,Excellent,62.4,58,Excellent,GIA,4823
Round,1.09,F,VS1,Excellent,59,59,Excellent,GIA,9089
Round,1.09,I,VS2,Excellent,60.2,59,Excellent,GIA,6013
Round,1.09,J,SI2,Excellent,60.3,59,Excellent,GIA,4416
Round,1.09,D,I1,Very Good,61.1,59,Good,GIA,4699
Round,1.09,H,SI1,Excellent,61.4,59,Excellent,GIA,6889
Round,1.09,J,VS2,Very Good,62.2,59,Very Good,GIA,5631
Round,1.09,L,VVS2,Excellent,58.8,60,Excellent,GIA,4143
Round,1.09,J,SI2,Excellent,60.8,61,Very Good,GIA,4868
Round,1.09,F,I1,Very Good,62.1,62,Very Good,GIA,4558
Round,1.51,E,VS1,Excellent,61.5,58,Very Good,GIA,17009
Round,1.51,F,SI1,Excellent,61.6,58,Excellent,GIA,14677
Round,1.51,F,SI1,Excellent,61.6,58,Excellent,GIA,11416
Round,3.01,D,SI2,Excellent,62.9,55,Excellent,GIA,44582
Round,3.01,D,SI1,Excellent,62.9,56,Excellent,GIA,57431
Round,3.01,E,SI1,Excellent,62,57,Excellent,GIA,55596
Round,3.01,F,SI2,Excellent,62,57,Excellent,GIA,39867
Round,2.51,E,VS1,Excellent,62.3,54,Excellent,GIA,57469
Round,2.51,D,VS1,Excellent,62.4,55,Excellent,GIA,67100
Round,2.51,H,SI1,Excellent,62.4,56,Excellent,GIA,27511
Round,2.51,I,VS1,Excellent,62.2,57,Excellent,GIA,25329
Round,1.08,D,VS2,Excellent,62.2,54,Excellent,GIA,10854
Round,1.08,I,VS2,Excellent,62.6,55,Excellent,GIA,6110
Round,1.51,G,SI1,Excellent,61.7,58,Excellent,GIA,13169
Round,1.51,G,SI1,Excellent,61.7,58,Excellent,GIA,13169
Round,1.51,G,SI1,Excellent,61.9,58,Excellent,GIA,10845
Round,1.51,H,VS2,Excellent,61.9,58,Excellent,GIA,11497
Round,1.51,E,VS2,Excellent,62,58,Excellent,GIA,18373
Round,1.51,F,SI2,Excellent,62.2,58,Excellent,GIA,9654
Round,1.51,G,SI1,Excellent,62.2,58,Excellent,GIA,12549
Round,1.51,H,VS2,Excellent,62.2,58,Excellent,GIA,13030
Round,1.51,H,SI1,Excellent,62.3,58,Excellent,GIA,11492
Round,1.51,F,SI2,Excellent,62.5,58,Excellent,GIA,11350
Round,2.52,D,SI1,Excellent,62.6,56,Excellent,GIA,36021
Round,2.52,J,SI2,Excellent,62.6,56,Very Good,GIA,17016
Round,1.3,G,VS1,Excellent,61.5,58,Excellent,GIA,11613
Round,1.3,F,SI1,Excellent,61.7,58,Excellent,GIA,9389
Round,1.3,G,VS2,Excellent,61.7,58,Excellent,GIA,10667
Round,1.3,H,VS1,Excellent,61.7,58,Excellent,GIA,9826
Round,1.3,F,SI1,Excellent,61.8,58,Excellent,GIA,9280
Round,1.3,E,VS1,Excellent,62,58,Excellent,GIA,12604
Round,1.3,I,SI1,Excellent,62,58,Excellent,GIA,7757
Round,1.3,H,VVS1,Excellent,62.1,58,Excellent,GIA,10867
Round,1.08,J,SI2,Excellent,62.4,56,Excellent,GIA,4824
Round,1.08,I,SI2,Excellent,62.5,56,Excellent,GIA,4468
Round,1.08,H,VS1,Excellent,60.7,57,Excellent,GIA,7347
Round,1.08,H,SI2,Excellent,61.6,57,Excellent,GIA,5681
Round,1.08,H,VS2,Excellent,61.9,57,Excellent,GIA,6444
Round,3.01,E,SI2,Excellent,62.8,57,Excellent,GIA,48982
Round,3.01,H,VS1,Excellent,62.8,57,Excellent,GIA,51943
Round,3.01,G,SI2,Excellent,62.9,57,Very Good,GIA,36641
Round,3.01,J,SI2,Excellent,63.5,57,Excellent,GIA,25158
Round,3.01,G,SI1,Excellent,60,58,Excellent,GIA,48816
Round,3.01,F,VS1,Excellent,61.6,58,Very Good,GIA,77149
Round,3.01,H,VS1,Excellent,61.8,58,Excellent,GIA,60366
Round,3.01,J,SI1,Excellent,62.3,58,Excellent,GIA,30534
Round,1.51,E,SI1,Excellent,62.6,58,Excellent,GIA,15411
Round,1.51,E,SI2,Excellent,63,58,Excellent,GIA,9010
Round,1.51,D,SI1,Very Good,58.1,60,Very Good,GIA,15147
Round,1.51,G,SI1,Excellent,58.4,60,Excellent,GIA,13169
Round,1.51,E,SI1,Excellent,58.6,60,Excellent,GIA,13356
Round,1.3,J,SI1,Excellent,62.1,58,Excellent,GIA,6887
Round,1.3,I,VVS2,Excellent,62.3,58,Excellent,GIA,7632
Round,1.3,E,VS2,Excellent,62.4,58,Excellent,GIA,12419
Round,0.9,E,VS1,Very Good,62.2,59,Very Good,GIA,6362
Round,0.9,E,SI2,Excellent,62.2,59,Excellent,GIA,4199
Round,0.9,D,SI1,Very Good,62.6,59,Very Good,GIA,5686
Round,0.9,D,SI2,Excellent,62.6,59,Very Good,GIA,4627
Round,0.9,E,SI2,Very Good,62.7,59,Very Good,GIA,3937
Round,0.9,D,SI1,Very Good,62.8,59,Very Good,GIA,5749
Round,0.9,M,VS2,Very Good,62.8,59,Very Good,GIA,2396
Round,1.51,E,SI2,Excellent,58.9,60,Excellent,GIA,12337
Round,1.51,I,VS2,Excellent,59,60,Excellent,GIA,11208
Round,1.51,D,SI2,Very Good,59.2,60,Very Good,GIA,10046
Round,1.51,I,SI1,Excellent,59.2,60,Excellent,GIA,11008
Round,1.51,E,VS2,Excellent,59.7,60,Excellent,GIA,17091
Round,1.51,F,SI1,Excellent,59.7,60,Excellent,GIA,14677
Round,1.51,K,VVS2,Excellent,59.7,60,Excellent,GIA,7143
