Shape,Carat,Color,Clarity,Cut,Depth,Table,Symmetry,Cert,Price
Asscher,1.41,F,VVS1,Excellent,68.1,66,Very Good,GIA,9668
Asscher,1.18,I,VS1,Excellent,68.4,63,Excellent,GIA,4408
Asscher,1.83,I,VVS2,Excellent,66.6,61,Excellent,GIA,8220
Asscher,2.32,F,VVS2,Excellent,67.8,63,Excellent,GIA,22106
Asscher,1.01,I,VVS1,Excellent,70.5,67,Very Good,GIA,2901
Asscher,1.8,G,VVS1,Excellent,66.1,62,Excellent,GIA,13666
Asscher,1.8,E,SI1,Excellent,66.8,64,Very Good,GIA,13023
Asscher,1.8,G,VS1,Very Good,67.2,64,Very Good,GIA,13550
Asscher,1.8,E,VS2,Excellent,68.4,64,Very Good,GIA,15144
Asscher,1.8,E,VS1,Very Good,67.7,65,Very Good,GIA,13880
Asscher,1.8,F,VVS2,Excellent,68.9,65,Very Good,GIA,17302
Asscher,2.01,F,SI1,Excellent,65.5,61,Very Good,GIA,17641
Asscher,2.01,H,SI1,Excellent,68.2,61,Excellent,GIA,13423
Asscher,1.41,F,VVS1,Excellent,68.1,66,Very Good,GIA,9668
Asscher,1.18,I,VS1,Excellent,68.4,63,Excellent,GIA,4408
Asscher,1.83,I,VVS2,Excellent,66.6,61,Excellent,GIA,8220
Asscher,2.32,F,VVS2,Excellent,67.8,63,Excellent,GIA,22106
Asscher,1.01,I,VVS1,Excellent,70.5,67,Very Good,GIA,2901
Asscher,1.8,G,VVS1,Excellent,66.1,62,Excellent,GIA,13666
Asscher,1.8,E,SI1,Excellent,66.8,64,Very Good,GIA,13023
Asscher,1.8,G,VS1,Very Good,67.2,64,Very Good,GIA,13550
Asscher,1.8,E,VS2,Excellent,68.4,64,Very Good,GIA,15144
Asscher,1.8,E,VS1,Very Good,67.7,65,Very Good,GIA,13880
Asscher,1.8,F,VVS2,Excellent,68.9,65,Very Good,GIA,17302
Asscher,2.01,F,SI1,Excellent,65.5,61,Very Good,GIA,17641
Asscher,2.01,H,SI1,Excellent,68.2,61,Excellent,GIA,13423
Asscher,2.01,E,VS1,Very Good,71,62,Very Good,GIA,25908
Asscher,2.01,F,VS2,Very Good,65.9,63,Excellent,GIA,19942
Asscher,2.01,F,VS1,Excellent,67.5,63,Very Good,GIA,22073
Asscher,2.01,F,SI1,Excellent,61.6,64,Very Good,GIA,17396
Asscher,2.01,G,VS2,Excellent,66.5,64,Excellent,GIA,17897
Asscher,2.01,I,SI1,Very Good,67.3,64,Excellent,GIA,11505
Asscher,2.01,G,VS1,Excellent,69.2,64,Very Good,GIA,15980
Asscher,2.01,E,VVS2,Excellent,66,65,Very Good,GIA,24236
Asscher,2.01,H,VS2,Excellent,69.9,65,Excellent,GIA,15181
Asscher,2.01,H,VS2,Excellent,68.8,67,Very Good,GIA,14573
Asscher,3.05,I,SI1,Excellent,68.2,63,Very Good,GIA,23763
Asscher,3.05,I,VS1,Excellent,66.5,64,Excellent,GIA,31683
Asscher,3.05,D,VS1,Excellent,68.7,65,Excellent,GIA,66761
Asscher,1.78,F,VVS2,Excellent,66.3,67,Excellent,GIA,13839
Asscher,2.53,G,VS2,Excellent,66.7,68,Excellent,GIA,26711
Asscher,3.22,I,VVS2,Excellent,67.5,63,Excellent,GIA,30203
Asscher,0.84,F,VVS1,Excellent,68.1,64,Excellent,GIA,2985
Asscher,1.82,H,VVS2,Excellent,68.8,63,Excellent,GIA,11499
Asscher,1.82,E,SI1,Excellent,70,64,Very Good,GIA,13681
Asscher,1.15,D,SI1,Very Good,67.8,58,Excellent,GIA,6278
Asscher,1.15,F,VS1,Very Good,67.3,63,Excellent,GIA,5782
Asscher,2.67,G,VS1,Excellent,69.1,66,Very Good,GIA,30071
Asscher,0.94,H,VS1,Excellent,67.7,67,Excellent,GIA,3435
Asscher,1.86,G,SI1,Very Good,67.8,66,Good,GIA,11438
Asscher,1.88,D,VVS2,Excellent,61.8,63,Excellent,GIA,21116
Asscher,1.2,I,VVS2,Excellent,68.9,61,Excellent,GIA,4308
Asscher,1.2,D,VVS1,Excellent,68.1,65,Very Good,GIA,6403
Asscher,1.2,I,VVS1,Excellent,70,65,Excellent,GIA,3584
Asscher,1.02,G,VVS2,Excellent,67.1,57,Excellent,GIA,4432
Asscher,1.5,E,VS2,Excellent,66.3,59,Very Good,GIA,8001
Asscher,1.5,F,VVS1,Excellent,66.3,62,Good,GIA,10156
Asscher,1.5,G,VVS1,Excellent,68.1,65,Excellent,GIA,8925
Asscher,0.72,J,SI1,Good,81.9,,Good,GIA,804
Asscher,0.72,F,VS1,Excellent,66.7,64,Excellent,GIA,1994
Asscher,2.02,I,VVS1,Excellent,66.3,61,Excellent,GIA,12106
Asscher,0.7,H,VVS1,Excellent,66.6,61,Very Good,GIA,1723
Asscher,0.8,F,VS2,Excellent,66.3,62,Very Good,GIA,2249
Asscher,0.9,G,VS1,Excellent,70.3,66,Very Good,GIA,2523
Asscher,0.9,H,VVS1,Excellent,70.7,66,Very Good,GIA,2285
Asscher,0.9,F,VS1,Excellent,71.8,69,Very Good,GIA,2571
Asscher,0.91,E,VS2,Excellent,75.8,66,Excellent,GIA,2486
Asscher,0.91,G,VVS1,Excellent,70.3,67,Very Good,GIA,2641
Asscher,1.01,F,VS2,Excellent,67.7,67,Very Good,GIA,3945
Asscher,1.01,E,VS1,Very Good,69.7,67,Good,GIA,3347
Asscher,1.3,J,VVS2,Excellent,66.2,61,Excellent,GIA,4631
Asscher,1.3,H,IF,Excellent,66.6,61,Excellent,GIA,6928
Asscher,1.3,H,VVS2,Excellent,66.5,63,Very Good,GIA,6058
Asscher,1.3,G,VS2,Very Good,67.2,64,Very Good,GIA,5699
Asscher,1.21,G,VVS1,Excellent,66.2,64,Excellent,GIA,6449
Asscher,2.01,F,VVS1,Excellent,70,65,Very Good,GIA,15818
Asscher,2.01,E,VS1,Very Good,64.2,69,Very Good,GIA,21133
Asscher,2.01,E,VVS2,Excellent,70.3,69,Very Good,GIA,19013
Asscher,2.03,F,VS1,Very Good,67.8,71,Good,GIA,15663
Asscher,2.06,G,VS1,Excellent,68.5,66,Excellent,GIA,20471
Asscher,1.32,G,SI2,Very Good,64.3,60,Very Good,GIA,5470
Asscher,5.03,I,VS1,Excellent,68.3,63,Excellent,GIA,85842
Asscher,5.03,F,VS2,Excellent,68.5,66,Excellent,GIA,158035
Asscher,3.52,J,VS1,Excellent,68.4,61,Excellent,GIA,32126
Asscher,3.52,E,IF,Excellent,68.1,64,Excellent,GIA,80034
Asscher,2.08,F,VVS2,Very Good,69.6,64,Very Good,GIA,20502
Asscher,1.1,J,VS2,Very Good,68.4,62,Very Good,GIA,3318
Asscher,1.1,E,VS1,Very Good,67.7,65,Very Good,GIA,6108
Asscher,1.6,F,VS2,Excellent,67.8,64,Very Good,GIA,12597
Asscher,1.6,G,VS1,Excellent,69.4,65,Very Good,GIA,11016
Asscher,2.07,G,VS2,Excellent,65,66,Excellent,GIA,20538
Asscher,1.72,D,VVS1,Very Good,68.9,57,Very Good,GIA,22356
Asscher,1.72,G,SI1,Excellent,67.7,62,Very Good,GIA,11591
Asscher,1.72,E,SI1,Excellent,68.5,68,Very Good,GIA,11636
Asscher,1.31,J,VVS2,Excellent,67.9,63,Excellent,GIA,5042
Asscher,1.07,J,VVS2,Excellent,66,58,Very Good,GIA,3457
Asscher,1.07,H,VVS1,Excellent,68.9,64,Excellent,GIA,4469
Asscher,1.07,H,VVS1,Excellent,66,65,Excellent,GIA,4540
Asscher,1.07,E,SI2,Excellent,69.3,67,Excellent,GIA,4086
Asscher,1.07,D,VVS2,Excellent,59.8,68,Very Good,GIA,7331
Asscher,3.04,I,VS1,Excellent,68.2,61,Excellent,GIA,33835
Asscher,3.04,G,VVS2,Excellent,69.6,68,Excellent,GIA,50269
Asscher,1.75,I,VS1,Excellent,67.1,63,Excellent,GIA,9492
Asscher,1.81,H,VVS1,Excellent,66.2,60,Excellent,GIA,11414
Asscher,1.42,D,VS1,Excellent,57.9,61,Very Good,GIA,10795
Asscher,2.4,E,VS2,Excellent,66.3,60,Very Good,GIA,21011
Asscher,1.24,F,VVS2,Excellent,67.8,66,Excellent,GIA,5959
Asscher,1.71,G,VVS2,Excellent,66.5,61,Excellent,GIA,10802
Asscher,1.71,E,VS2,Excellent,68.2,65,Excellent,GIA,11753
Asscher,0.92,H,VS1,Excellent,71,67,Excellent,GIA,2334
Asscher,1.52,F,VS1,Excellent,68.4,66,Excellent,GIA,9200
Asscher,2.03,D,VS1,Excellent,69.6,63,Excellent,GIA,27113
Asscher,2.03,H,SI1,Excellent,68.3,66,Very Good,GIA,13556
Asscher,2.03,F,VS2,Excellent,69.2,69,Very Good,GIA,22938
Asscher,3.01,H,VVS1,Excellent,66.6,61,Excellent,GIA,39305
Asscher,0.93,H,VS1,Excellent,68,62,Very Good,GIA,3210
Asscher,1.08,F,SI1,Excellent,64.9,61,Very Good,GIA,5096
Asscher,1.08,I,VS1,Excellent,68.3,62,Excellent,GIA,3859
Asscher,2.75,E,VS1,Very Good,69.3,65,Very Good,GIA,39644
Asscher,1.24,I,VS1,Very Good,68.6,64,Very Good,GIA,5304
Asscher,1.24,G,VS1,Excellent,69.2,65,Very Good,GIA,7416
Asscher,1.02,H,VVS2,Excellent,68.6,61,Excellent,GIA,4626
Asscher,1.02,F,VS2,Excellent,66.4,62,Very Good,GIA,5288
Asscher,1.02,J,VS1,Very Good,68.1,62,Very Good,GIA,3189
Asscher,1.02,D,VS2,Excellent,70.3,62,Good,GIA,5664
Asscher,1.02,E,VS1,Excellent,66.7,63,Very Good,GIA,5748
Asscher,1.02,D,VS2,Excellent,68.1,63,Very Good,GIA,5664
Asscher,1.02,I,VS1,Very Good,64.2,64,Very Good,GIA,3700
Asscher,1.02,J,VS2,Excellent,67.6,64,Excellent,GIA,3385
Asscher,1.02,K,VVS2,Excellent,67.6,64,Very Good,GIA,2840
Asscher,1.02,H,VS1,Excellent,66.8,65,Very Good,GIA,4544
Asscher,5.02,J,VS2,Excellent,69.3,64,Very Good,GIA,59597
Asscher,5.02,E,IF,Excellent,67.8,65,Excellent,GIA,217105
Asscher,0.8,E,VS2,Excellent,67.7,62,Very Good,GIA,2916
Asscher,0.8,F,VVS1,Excellent,67.3,64,Excellent,GIA,3046
Asscher,1.26,K,VS2,Excellent,68.1,64,Very Good,GIA,3237
Asscher,1.26,I,VS1,Excellent,61.9,67,Very Good,GIA,5048
Asscher,1.58,H,SI2,Very Good,64.2,66,Very Good,GIA,7225
Asscher,1.25,E,VS2,Excellent,69.5,63,Very Good,GIA,7445
Asscher,1.25,E,SI1,Excellent,67.2,68,Very Good,GIA,6091
Asscher,1.34,F,VS1,Excellent,66.5,62,Very Good,GIA,8083
Asscher,2.09,G,SI1,Very Good,65.5,76,Very Good,GIA,11163
Asscher,5.01,I,VS1,Excellent,66.6,61,Excellent,GIA,53738
Asscher,10.07,K,SI1,Excellent,63.2,66,Very Good,GIA,153708
Asscher,3.07,I,VS1,Excellent,67.3,64,Excellent,GIA,34169
Asscher,3.07,I,VS1,Excellent,64.2,68,Excellent,GIA,33714
Asscher,1.81,F,VS1,Very Good,67,60,Very Good,GIA,12999
Asscher,1.81,F,SI1,Excellent,69,64,Very Good,GIA,13629
Asscher,1.05,F,SI1,Excellent,67.3,63,Excellent,GIA,5237
Asscher,1.71,E,VS1,Excellent,67.3,63,Very Good,GIA,15319
Asscher,1.71,F,SI1,Excellent,66.7,64,Very Good,GIA,11480
Asscher,1.71,G,SI1,Excellent,69.2,66,Very Good,GIA,10372
Asscher,1.71,G,VVS1,Excellent,69.8,67,Excellent,GIA,14737
Asscher,1.01,I,VS1,Excellent,69.5,58,Very Good,GIA,4047
Asscher,1.01,G,VS2,Excellent,66,59,Very Good,GIA,5000
Asscher,1.01,H,SI1,Excellent,69.4,59,Very Good,GIA,4469
Asscher,1.01,E,VVS2,Very Good,71.2,60,Very Good,GIA,6546
Asscher,1.01,E,SI1,Very Good,67.3,61,Very Good,GIA,5062
Asscher,1.01,H,VS1,Excellent,67.9,61,Very Good,GIA,4375
Asscher,1.01,I,VS1,Excellent,69.2,61,Excellent,GIA,3828
Asscher,1.01,G,VS1,Excellent,67,62,Very Good,GIA,5082
Asscher,1.01,I,VS2,Excellent,68.2,62,Very Good,GIA,3462
Asscher,1.01,J,VVS2,Excellent,68.2,62,Excellent,GIA,3455
Asscher,1.01,J,VVS2,Excellent,64.7,63,Excellent,GIA,3455
Asscher,1.01,E,SI2,Excellent,65.9,63,Very Good,GIA,4339
Asscher,1.01,G,SI1,Excellent,67.1,63,Very Good,GIA,4661
Asscher,1,D,VS1,Excellent,68.4,66,Very Good,GIA,6365
Asscher,1,H,VS1,Very Good,65.1,67,Very Good,GIA,4146
Asscher,1,D,IF,Very Good,69.2,68,Excellent,GIA,9420
Asscher,1,I,VVS1,Excellent,69.6,68,Very Good,GIA,4137
Asscher,3.01,J,SI1,Excellent,69.7,65,Very Good,GIA,20882
Asscher,3.01,I,SI2,Excellent,69.8,65,Excellent,GIA,20819
Asscher,3.01,H,VVS2,Excellent,68.3,68,Excellent,GIA,49135
Asscher,3.01,K,VS2,Very Good,58.9,69,Very Good,GIA,18888
Asscher,3.08,I,VVS1,Excellent,67.6,65,Excellent,GIA,32387
Asscher,2.14,G,VVS1,Excellent,69.2,65,Very Good,GIA,23818
Asscher,1.35,E,VVS1,Excellent,68.6,64,Excellent,GIA,10741
Asscher,1.03,D,VS1,Very Good,72.5,58,Very Good,GIA,6283
Asscher,1.03,I,SI2,Very Good,66.4,60,Very Good,GIA,3266
Asscher,1.03,D,SI1,Excellent,65,62,Very Good,GIA,4513
Asscher,1.3,I,VS2,Excellent,66.5,61,Excellent,GIA,4929
Asscher,1.3,E,VVS1,Excellent,66.3,62,Excellent,GIA,10343
Asscher,1.3,E,VVS2,Excellent,68.7,63,Excellent,GIA,9646
Asscher,1.03,G,VS1,Excellent,67.5,62,Good,GIA,5183
Asscher,1.03,F,VS1,Very Good,68.5,64,Very Good,GIA,5338
Asscher,1.03,H,SI1,Excellent,68.5,64,Excellent,GIA,4380
Asscher,1.03,E,VVS2,Excellent,68.9,65,Very Good,GIA,6965
Asscher,1.03,F,VS2,Excellent,69.9,66,Very Good,GIA,5031
Asscher,1.03,I,VS1,Very Good,65.7,67,Good,GIA,3737
Asscher,1.03,G,SI1,Very Good,67.4,69,Good,GIA,4357
Asscher,1.5,J,VVS1,Excellent,70.6,62,Excellent,GIA,7041
Asscher,1.5,E,VS2,Excellent,72.7,63,Excellent,GIA,12928
Asscher,2.5,G,VS2,Excellent,66.5,61,Excellent,GIA,26076
Asscher,2.5,G,VS1,Excellent,69.3,67,Excellent,GIA,27162
Asscher,0.83,G,VVS2,Very Good,65.1,68,Very Good,GIA,2711
Asscher,2.6,H,VVS2,Excellent,66.4,62,Excellent,GIA,21701
Asscher,1.73,G,SI1,Excellent,68.5,64,Excellent,GIA,11659
Asscher,1.73,E,VS1,Excellent,68.8,65,Very Good,GIA,14910
Asscher,4.2,E,VS2,Excellent,68.4,65,Excellent,GIA,104399
Asscher,1.51,G,VS1,Excellent,68.5,65,Very Good,GIA,10674
Asscher,1.51,G,VVS2,Excellent,68.7,65,Excellent,GIA,10861
Asscher,1.51,E,VS2,Excellent,69.3,65,Very Good,GIA,11929
Asscher,1.51,H,VS1,Excellent,69.7,67,Excellent,GIA,9173
Asscher,1.51,E,VVS1,Excellent,66.8,68,Excellent,GIA,14204
Asscher,7.21,L,VS1,Excellent,61.5,67,Excellent,GIA,60522
Asscher,3.4,H,VS1,Excellent,68.6,63,Excellent,GIA,50456
Asscher,3.2,F,VS2,Excellent,67.3,63,Very Good,GIA,44164
Asscher,2.5,F,VS1,Excellent,66.3,61,Excellent,GIA,20402
Asscher,1.23,G,VVS1,Excellent,70.1,66,Excellent,GIA,5283
Asscher,2.04,D,VVS1,Excellent,68.3,65,Excellent,GIA,18076
Asscher,1.9,D,VS1,Excellent,69.8,65,Very Good,GIA,11735
Asscher,1,E,VVS1,Excellent,68.1,65,Very Good,GIA,4198
Asscher,0.9,F,VVS1,Excellent,67.9,62,Very Good,GIA,3973
Asscher,0.9,J,VS2,Very Good,68.1,62,Excellent,GIA,2381
Asscher,0.9,F,SI1,Excellent,68.3,62,Very Good,GIA,3470
Asscher,0.9,F,VS2,Excellent,64.6,63,Very Good,GIA,3503
Asscher,0.9,E,VS1,Excellent,67.6,63,Excellent,GIA,3712
Asscher,0.9,J,VS2,Excellent,68.6,63,Very Good,GIA,2381
Asscher,0.9,G,SI1,Excellent,67.2,64,Excellent,GIA,3334
Asscher,0.9,H,SI1,Excellent,65.7,65,Very Good,GIA,3250
Asscher,0.9,G,VS1,Very Good,67,65,Very Good,GIA,3709
Asscher,2.2,H,VS2,Very Good,66.5,63,Very Good,GIA,15065
Asscher,2.2,G,VS1,Excellent,69,65,Excellent,GIA,23320
Asscher,0.92,I,VS2,Excellent,68.2,63,Excellent,GIA,2852
Asscher,0.92,G,VS2,Excellent,69.9,63,Very Good,GIA,3040
Asscher,0.92,F,VS2,Excellent,65.1,64,Excellent,GIA,3686
Asscher,2.01,E,VS2,Excellent,69.8,67,Excellent,GIA,22371
Asscher,2.01,F,VS1,Excellent,69.9,67,Very Good,GIA,20283
Asscher,2,J,SI1,Excellent,68.1,64,Very Good,GIA,9069
Asscher,1.8,F,SI1,Excellent,69.9,65,Very Good,GIA,11921
Asscher,1.8,G,VVS1,Excellent,66,68,Excellent,GIA,12928
Asscher,1.02,D,VVS2,Excellent,67.5,65,Very Good,GIA,8115
Asscher,1.02,J,VS2,Excellent,68,65,Very Good,GIA,3385
Asscher,1.02,D,VS1,Excellent,69.7,65,Excellent,GIA,5951
Asscher,1.02,F,SI1,Very Good,63.3,66,Excellent,GIA,5294
Asscher,1.02,G,SI1,Very Good,64,66,Excellent,GIA,5034
Asscher,1.02,D,IF,Very Good,68,66,Very Good,GIA,10831
Asscher,1.02,I,VS1,Excellent,68.3,66,Very Good,GIA,4032
Asscher,1.02,H,VS2,Excellent,68.6,66,Excellent,GIA,4565
Asscher,1.02,I,VS1,Excellent,69.2,66,Excellent,GIA,3645
Asscher,1.02,I,VS2,Excellent,61.2,67,Very Good,GIA,3602
Asscher,1.02,G,SI1,Very Good,64.2,69,Very Good,GIA,4707
Asscher,3.91,G,VS2,Excellent,67.4,67,Very Good,GIA,55952
Asscher,1.74,G,SI1,Very Good,61.7,59,Very Good,GIA,10993
Asscher,1.74,D,VS2,Excellent,68.4,68,Excellent,GIA,14846
Asscher,2.02,D,VS2,Excellent,69.1,58,Very Good,GIA,22900
Asscher,2.02,G,VS2,Excellent,69,59,Very Good,GIA,18500
Asscher,2.02,F,VVS2,Excellent,67.5,63,Excellent,GIA,21904
Asscher,2.02,F,SI1,Very Good,67.6,65,Very Good,GIA,19699
Asscher,2.02,I,VS1,Very Good,62.9,69,Excellent,GIA,13355
Asscher,3.06,K,VS2,Excellent,66.4,63,Excellent,GIA,17386
Asscher,1.12,J,VVS2,Very Good,67.3,61,Excellent,GIA,3619
Asscher,2.05,D,VS1,Excellent,67.9,58,Very Good,GIA,29336
Asscher,2.05,J,VS1,Very Good,67.5,63,Excellent,GIA,10774
Asscher,2.05,H,VS1,Excellent,69.2,63,Very Good,GIA,16298
Asscher,2.05,F,VVS2,Excellent,68.1,64,Very Good,GIA,21893
Asscher,2.05,G,VVS2,Excellent,69.8,66,Excellent,GIA,19948
Asscher,0.51,G,VVS2,Excellent,69.4,61,Excellent,GIA,1080
Asscher,0.51,F,VVS1,Excellent,66.7,68,Very Good,GIA,1255
Asscher,0.57,D,VVS2,Very Good,67.2,61,Very Good,GIA,1661
Asscher,1.28,E,VVS1,Excellent,67.4,63,Excellent,GIA,8769
Asscher,2.08,G,VS1,Excellent,62.6,62,Very Good,GIA,17914
Asscher,1.59,D,VS2,Excellent,69.5,64,Excellent,GIA,12364
Asscher,1.21,G,VS2,Excellent,68,60,Excellent,GIA,6247
Asscher,1.21,G,VS2,Excellent,66.1,64,Excellent,GIA,6247
Asscher,1.21,D,VVS1,Excellent,68.9,65,Very Good,GIA,10917
Asscher,1.21,D,VS1,Excellent,71.1,68,Very Good,GIA,8771
Asscher,1.06,H,VVS1,Very Good,68.1,62,Excellent,GIA,4357
Asscher,1.06,J,VS1,Very Good,68.3,67,Very Good,GIA,3602
Asscher,1.78,D,VVS1,Excellent,69.3,52,Very Good,GIA,23136
Asscher,1.62,E,VS2,Very Good,68.4,62,Very Good,GIA,13297
Asscher,1.62,F,VS1,Excellent,68.2,66,Excellent,GIA,13131
Asscher,2.04,D,VS2,Excellent,66.9,61,Very Good,GIA,25808
Asscher,2.04,G,VS1,Excellent,67.4,63,Excellent,GIA,20813
Asscher,2.04,G,VS2,Excellent,69,68,Very Good,GIA,18164
Asscher,0.53,E,VVS1,Very Good,68.3,61,Very Good,GIA,1349
Asscher,0.53,D,VS1,Very Good,67,64,Very Good,GIA,1362
Asscher,2.31,G,VS2,Very Good,68.3,64,Excellent,GIA,21156
Asscher,1.76,G,SI1,Very Good,68.3,65,Very Good,GIA,11861
Asscher,3.02,F,VS1,Excellent,67.9,61,Excellent,GIA,60391
Asscher,3.02,H,VS1,Excellent,68.6,65,Excellent,GIA,42016
Asscher,1.2,F,VVS2,Excellent,70.1,65,Very Good,GIA,5667
Asscher,1.2,E,VVS1,Very Good,70.1,66,Very Good,GIA,7026
Asscher,1.22,J,VS1,Excellent,68.1,64,Excellent,GIA,4145
Asscher,1.22,F,VS2,Excellent,67.7,66,Very Good,GIA,6234
Asscher,1.22,H,VS1,Excellent,69.8,66,Very Good,GIA,5813
Asscher,1.22,F,SI1,Excellent,68.9,70,Excellent,GIA,5756
Asscher,1.2,F,VVS1,Excellent,68.6,60,Excellent,GIA,8679
Asscher,1.2,F,VVS1,Excellent,69.2,61,Excellent,GIA,7664
Asscher,1.2,K,VS2,Excellent,67.7,63,Very Good,GIA,2877
Asscher,1.2,D,IF,Excellent,68.4,63,Very Good,GIA,14182
Asscher,1.2,G,VS1,Excellent,68.5,64,Very Good,GIA,5951
Asscher,1.2,E,VS2,Excellent,69.6,64,Excellent,GIA,6312
Asscher,1.2,D,VS1,Excellent,68.6,65,Very Good,GIA,8699
Asscher,1.2,J,VVS1,Excellent,71.6,65,Excellent,GIA,4595
Asscher,1.2,J,VS1,Excellent,68.2,66,Very Good,GIA,3806
Asscher,5.04,G,VS2,Very Good,65.5,67,Very Good,GIA,112618
Asscher,0.56,D,VS1,Excellent,67.1,62,Very Good,GIA,1439
Asscher,0.52,D,VVS1,Excellent,68.6,60,Very Good,GIA,1567
Asscher,2.81,G,VVS2,Excellent,68.1,69,Very Good,GIA,32169
Asscher,1.48,H,SI1,Excellent,68.3,70,Excellent,GIA,6888
Asscher,3.54,J,VS1,Excellent,67.7,63,Excellent,GIA,32308
Asscher,3.08,G,VS1,Excellent,67.5,62,Excellent,GIA,39080
Asscher,5.01,H,VS1,Excellent,66.1,61,Excellent,GIA,106743
Asscher,2.44,D,VS2,Excellent,68.7,63,Excellent,GIA,28864
Asscher,1.52,F,SI1,Excellent,65.5,59,Very Good,GIA,10480
Asscher,1.52,E,SI1,Very Good,70.4,62,Very Good,GIA,11283
Asscher,1.52,E,SI1,Excellent,65.1,63,Excellent,GIA,9712
Asscher,1.52,F,VS2,Excellent,68,63,Excellent,GIA,10638
Asscher,1.52,I,SI1,Excellent,68.1,64,Very Good,GIA,6951
Asscher,1.61,E,VS1,Excellent,69.7,64,Excellent,GIA,15884
Asscher,1.61,F,SI1,Excellent,69.6,67,Very Good,GIA,12269
Asscher,0.75,D,VS2,Very Good,68.3,64,Excellent,GIA,2683
Asscher,1.13,I,VS1,Very Good,63.6,64,Very Good,GIA,4222
Asscher,1.91,F,VS2,Excellent,67.8,63,Excellent,GIA,15595
Asscher,4.31,G,VVS2,Excellent,68.4,66,Excellent,GIA,56651
Asscher,4.31,J,VS1,Excellent,64.4,68,Excellent,GIA,42853
Asscher,1.01,D,VS1,Excellent,68.5,63,Excellent,GIA,6607
Asscher,1.01,I,VS1,Excellent,69.3,63,Very Good,GIA,3828
Asscher,1.01,J,VVS2,Excellent,69.3,63,Very Good,GIA,3407
Asscher,1.01,G,VVS2,Excellent,66.6,64,Very Good,GIA,5391
Asscher,1.01,J,SI2,Very Good,66.6,64,Very Good,GIA,2891
Asscher,1.01,I,VS1,Excellent,66.8,64,Excellent,GIA,4101
Asscher,1.01,G,VS2,Very Good,67,64,Very Good,GIA,5000
Asscher,1.01,I,VS1,Excellent,67.9,64,Very Good,GIA,3992
Asscher,1.01,J,VS1,Excellent,68.1,64,Excellent,GIA,3295
Asscher,1.01,G,SI2,Excellent,68.3,64,Very Good,GIA,4241
Asscher,1.01,I,SI2,Excellent,69.6,64,Excellent,GIA,3478
Asscher,1.01,I,SI1,Excellent,69.9,64,Very Good,GIA,3767
Asscher,1.01,H,SI1,Excellent,69.6,65,Very Good,GIA,4295
Asscher,1.01,E,VS1,Excellent,66,66,Excellent,GIA,6027
Asscher,1.01,E,VS1,Very Good,63.9,67,Very Good,GIA,5859
Asscher,1.01,F,SI1,Excellent,68.1,67,Excellent,GIA,5038
Asscher,1.01,H,VVS2,Excellent,69.8,68,Very Good,GIA,4580
Asscher,1.01,E,SI2,Excellent,62.2,69,Very Good,GIA,4580
Asscher,1.01,J,VS1,Excellent,63.3,71,Very Good,GIA,3203
Asscher,1.53,G,VS1,Excellent,66.6,61,Excellent,GIA,9832
Asscher,1.53,I,VS1,Very Good,63.7,63,Excellent,GIA,8298
Asscher,1.53,G,VS1,Very Good,68.4,63,Excellent,GIA,9832
Asscher,1.53,G,VS1,Excellent,66.6,67,Very Good,GIA,10394
Asscher,1.5,E,SI1,Excellent,66.6,64,Very Good,GIA,11416
Asscher,1.5,G,SI2,Excellent,68.2,64,Very Good,GIA,7160
Asscher,1.5,F,SI1,Excellent,69.5,69,Excellent,GIA,9798
Asscher,1.2,E,IF,Very Good,69.5,67,Very Good,GIA,9912
Asscher,1.2,E,SI1,Excellent,69.5,67,Very Good,GIA,6600
Asscher,0.96,H,VVS2,Excellent,68.2,66,Excellent,GIA,3583
Asscher,3.09,E,IF,Excellent,66,66,Excellent,GIA,53648
Asscher,5.54,K,VS2,Excellent,68.3,64,Excellent,GIA,44272
Asscher,3.92,H,VVS1,Excellent,67.5,63,Excellent,GIA,54844
Asscher,2.51,F,SI1,Excellent,68.4,63,Excellent,GIA,25089
Asscher,2.51,G,VS1,Excellent,66.4,64,Very Good,GIA,26606
Asscher,2.51,H,SI1,Excellent,68.6,64,Excellent,GIA,20354
Asscher,2.51,F,SI1,Excellent,68.9,64,Excellent,GIA,25089
Asscher,2.51,H,SI1,Very Good,62.8,65,Very Good,GIA,18677
Asscher,2.51,F,VS2,Excellent,67.7,67,Very Good,GIA,25595
Asscher,2.51,G,VS1,Excellent,67.7,67,Excellent,GIA,28269
Asscher,2.51,F,VS2,Very Good,68.4,68,Very Good,GIA,24903
Asscher,2.51,L,VVS2,Excellent,60.9,71,Excellent,GIA,10057
Asscher,0.71,E,SI1,Excellent,67.4,62,Very Good,GIA,2138
Asscher,0.71,E,VVS2,Excellent,67.8,65,Very Good,GIA,2466
Asscher,3.06,I,VS2,Excellent,65,68,Very Good,GIA,23124
Asscher,1.9,E,VS2,Excellent,69.6,56,Very Good,GIA,15205
Asscher,1.9,E,VS1,Excellent,68.7,61,Excellent,GIA,18745
Asscher,1.9,H,VS1,Excellent,69.5,68,Very Good,GIA,14159
Asscher,2.27,E,VVS2,Excellent,68.6,66,Very Good,GIA,29476
Asscher,1.7,G,VVS1,Very Good,67.8,61,Excellent,GIA,14302
Asscher,1.7,L,VS2,Excellent,67.6,62,Excellent,GIA,4627
